cell,group in,nuclide,mean,std. dev.
2,8,Si29,3.731331087441495e-06,3.697539938075056e-08
2,8,Si28,3.731331087441495e-06,3.697539938075056e-08
2,8,Mn55,3.731331087441495e-06,3.697539938075056e-08
2,8,P31,3.731331087441495e-06,3.697539938075056e-08
2,8,S33,3.731331087441495e-06,3.697539938075056e-08
2,8,S34,3.731331087441495e-06,3.697539938075056e-08
2,8,S32,3.731331087441495e-06,3.697539938075056e-08
2,8,S36,3.731331087441495e-06,3.697539938075056e-08
2,8,Cr52,3.731331087441495e-06,3.697539938075056e-08
2,8,Cr50,3.731331087441495e-06,3.697539938075056e-08
2,8,Cr54,3.731331087441495e-06,3.697539938075056e-08
2,8,Cr53,3.731331087441495e-06,3.697539938075056e-08
2,8,Ni62,3.731331087441495e-06,3.697539938075056e-08
2,8,Ni60,3.731331087441495e-06,3.697539938075056e-08
2,8,Ni64,3.731331087441495e-06,3.697539938075056e-08
2,8,Ni61,3.731331087441495e-06,3.697539938075056e-08
2,8,Ni58,3.731331087441495e-06,3.697539938075056e-08
2,8,Fe54,3.731331087441495e-06,3.697539938075056e-08
2,8,Fe56,3.731331087441495e-06,3.697539938075056e-08
2,8,Fe57,3.731331087441495e-06,3.697539938075056e-08
2,8,Fe58,3.731331087441495e-06,3.697539938075056e-08
