time,Ar41ActOutletFlowrate,Ar41ActTotal
2760.8046875,2.8272211595749e-08,1.60876580788e-05
2761.8046875,2.8273193253194e-08,1.6087595521727e-05
2762.3046875,2.8263290514807e-08,1.6087569248214e-05
2763.3046875,2.8269047639429e-08,1.6087511169571e-05
2764.3046875,2.8273246211375e-08,1.6087449198486e-05
2765.3046875,2.8276309524835e-08,1.6087384480336e-05
2766.3046875,2.827774423664e-08,1.6087318646002e-05
2767.3046875,2.8278104523242e-08,1.6087252766709e-05
2768.3046875,2.8277929360567e-08,1.608718737267e-05
2769.3046875,2.8277528867402e-08,1.6087122683645e-05
2770.3046875,2.8277034459579e-08,1.6087058788065e-05
2771.3046875,2.8276480598945e-08,1.6086995739873e-05
2772.3046875,2.8275861821295e-08,1.6086933598227e-05
2773.3046875,2.8275162805317e-08,1.6086872437173e-05
2774.3046875,2.827437065792e-08,1.6086812343108e-05
2775.3046875,2.8273477954797e-08,1.6086753409256e-05
2776.3046875,2.8272482029824e-08,1.6086695730903e-05
2777.3046875,2.8271383375363e-08,1.6086639402245e-05
2778.3046875,2.8270184292166e-08,1.6086584514603e-05
2779.3046875,2.8268888105518e-08,1.6086531155423e-05
2780.3046875,2.8267498827634e-08,1.6086479407618e-05
2781.3046875,2.8266021087179e-08,1.6086429348988e-05
2782.3046875,2.8264460159922e-08,1.6086381051603e-05
2783.3046875,2.8262821997917e-08,1.6086334581175e-05
2784.3046875,2.8261113212162e-08,1.6086289996437e-05
2785.3046875,2.8259341002975e-08,1.6086247348606e-05
2786.3046875,2.8257513052561e-08,1.608620668095e-05
2787.3046875,2.8255637400259e-08,1.6086168028483e-05
2788.3046875,2.8253722318485e-08,1.6086131417787e-05
2789.3046875,2.8251776201433e-08,1.6086096866941e-05
2790.3046875,2.8249807472329e-08,1.6086064385553e-05
2791.3046875,2.824782451008e-08,1.6086033974847e-05
2792.3046875,2.8245835593089e-08,1.6086005627827e-05
2793.3046875,2.8243848856588e-08,1.608597932946e-05
2793.8046875,2.8232507751159e-08,1.6085971845251e-05
2794.8046875,2.8235515819713e-08,1.6085953841574e-05
2795.8046875,2.8237109347551e-08,1.6085934283116e-05
2796.8046875,2.8237733303325e-08,1.6085914136055e-05
2797.8046875,2.82369059864e-08,1.608589484148e-05
2798.8046875,2.823518925244e-08,1.6085877274826e-05
2799.8046875,2.8233127616969e-08,1.6085861765952e-05
2800.8046875,2.8231036024438e-08,1.6085848330759e-05
2801.8046875,2.822905017366e-08,1.6085836850832e-05
2802.8046875,2.8227208233301e-08,1.6085827170931e-05
2803.8046875,2.8225507661775e-08,1.6085819139442e-05
2804.8046875,2.8223935202319e-08,1.6085812618918e-05
2805.8046875,2.8222479130414e-08,1.6085807484434e-05
2806.8046875,2.8221132292371e-08,1.6085803618956e-05
2807.8046875,2.8219891413692e-08,1.6085800909439e-05
2808.3046875,2.8208949965697e-08,1.6085804983883e-05
2809.3046875,2.8212841936033e-08,1.6085809076368e-05
2810.3046875,2.8215403344811e-08,1.6085810515995e-05
2810.5546875,2.8200578885125e-08,1.6085814583097e-05
2811.0546875,2.8199337400366e-08,1.6085823218289e-05
2811.3046875,2.8187639016478e-08,1.6085830447453e-05
2811.8046875,2.8189391698673e-08,1.608584391439e-05
2812.8046875,2.820588088822e-08,1.6085854246274e-05
2813.8046875,2.8216916637698e-08,1.6085853510981e-05
2814.8046875,2.8221813369398e-08,1.608584785022e-05
2815.8046875,2.8222324810837e-08,1.6085841635396e-05
2816.8046875,2.8220899185599e-08,1.6085836784554e-05
2817.8046875,2.8219063615936e-08,1.6085833691262e-05
2817.9296875,2.8197275048893e-08,1.6085836046698e-05
2817.9453125,2.8173957436095e-08,1.6085836709811e-05
2817.9765625,2.8176090917458e-08,1.6085837959816e-05
2818.0390625,2.8182832890956e-08,1.6085840019095e-05
2818.1640625,2.8188699651256e-08,1.6085843376046e-05
2818.4140625,2.81850701362e-08,1.6085850969323e-05
2818.6640625,2.8173683750152e-08,1.6085861400198e-05
2819.1640625,2.8175537568466e-08,1.6085881260382e-05
2820.1640625,2.820125497883e-08,1.6085895189211e-05
2821.1640625,2.8217875245451e-08,1.6085892502073e-05
2822.1640625,2.8224891612843e-08,1.6085882807589e-05
2823.1640625,2.8225898953714e-08,1.6085872097894e-05
2824.1640625,2.8224472522809e-08,1.6085862784134e-05
2825.1640625,2.8222641128274e-08,1.6085855253239e-05
2826.1640625,2.8221244175534e-08,1.6085849059849e-05
2827.1640625,2.8220474117676e-08,1.6085843572244e-05
2828.1640625,2.822025169932e-08,1.6085838242201e-05
2829.1640625,2.8220429087584e-08,1.6085832672008e-05
2830.1640625,2.8220876902566e-08,1.6085826594954e-05
2831.1640625,2.8221507164516e-08,1.6085819833327e-05
2832.1640625,2.8222267912911e-08,1.608581226209e-05
2832.6640625,2.8212324411344e-08,1.6085813417257e-05
2833.6640625,2.821820337841e-08,1.6085809738709e-05
2834.6640625,2.8222728762688e-08,1.608580150988e-05
2835.6640625,2.8226319628503e-08,1.6085789681067e-05
2836.6640625,2.8228470431654e-08,1.6085775701455e-05
2837.6640625,2.822972146454e-08,1.6085760475395e-05
2838.6640625,2.8230598479175e-08,1.6085744380475e-05
2839.6640625,2.8231400191279e-08,1.6085727496116e-05
2840.6640625,2.8232248665318e-08,1.6085709780569e-05
2841.6640625,2.8233170784945e-08,1.6085691165936e-05
2842.6640625,2.8234154754239e-08,1.6085671596577e-05
2843.6640625,2.8235179568298e-08,1.60856510381e-05
2844.6640625,2.8236226742917e-08,1.6085629474689e-05
2845.6640625,2.8237282911524e-08,1.6085606903893e-05
2846.6640625,2.8238338807151e-08,1.6085583332469e-05
2847.6640625,2.8239387485852e-08,1.608555877402e-05
2848.6640625,2.8240422920675e-08,1.6085533248042e-05
2849.6640625,2.8241439225428e-08,1.6085506779749e-05
2850.6640625,2.8242430383731e-08,1.6085479400166e-05
2851.6640625,2.8243390271821e-08,1.6085451146196e-05
2852.6640625,2.8244312795554e-08,1.6085422060561e-05
2853.6640625,2.8245192030166e-08,1.608539219159e-05
2854.6640625,2.8246022313741e-08,1.6085361592926e-05
2855.6640625,2.8246798288482e-08,1.6085330323191e-05
2856.1640625,2.8236815655958e-08,1.6085319686892e-05
2857.1640625,2.824247383999e-08,1.608529279656e-05
2858.1640625,2.8246638455686e-08,1.6085261863677e-05
2859.1640625,2.824973484108e-08,1.6085227968011e-05
2860.1640625,2.8251267249927e-08,1.6085192677632e-05
2861.1640625,2.8251786355786e-08,1.6085157004819e-05
2862.1640625,2.8251827296059e-08,1.6085121425021e-05
2863.1640625,2.8251696298341e-08,1.6085086107446e-05
2864.1640625,2.8251520836304e-08,1.6085051094199e-05
2865.1640625,2.8251331367678e-08,1.6085016397169e-05
2866.1640625,2.8251118341596e-08,1.608498203778e-05
2867.1640625,2.8250862289013e-08,1.60849480567e-05
2868.1640625,2.8250546136652e-08,1.6084914511305e-05
2869.1640625,2.8250158279342e-08,1.6084881470136e-05
2870.1640625,2.8249691897834e-08,1.608484900807e-05
2871.1640625,2.8249143373264e-08,1.6084817203106e-05
2872.1640625,2.8248510964414e-08,1.6084786134484e-05
2873.1640625,2.8247794028949e-08,1.6084755881583e-05
2874.1640625,2.8246992696255e-08,1.6084726523154e-05
2875.1640625,2.8246107809168e-08,1.6084698136621e-05
2876.1640625,2.824514095547e-08,1.6084670797345e-05
2877.1640625,2.8244094509034e-08,1.6084644577854e-05
2878.1640625,2.8242971618353e-08,1.6084619547099e-05
2879.1640625,2.8241776144191e-08,1.6084595769763e-05
2879.6640625,2.8230810385259e-08,1.6084589357982e-05
2880.1640625,2.8223502625275e-08,1.60845865588e-05
2880.4140625,2.8211680379817e-08,1.6084588107577e-05
2880.6640625,2.8205821232448e-08,1.6084591089878e-05
2881.1640625,2.8208110371638e-08,1.608459583695e-05
2882.1640625,2.8226579475106e-08,1.6084586896771e-05
2883.1640625,2.8238478461253e-08,1.6084566168953e-05
2884.1640625,2.8243061724001e-08,1.6084540964782e-05
2885.1640625,2.8242558115807e-08,1.6084516347654e-05
2886.1640625,2.8239767953998e-08,1.6084494574446e-05
2887.1640625,2.8236395792304e-08,1.6084476199795e-05
2888.1640625,2.8233188332733e-08,1.6084461036343e-05
2889.1640625,2.823035290802e-08,1.6084448693633e-05
2890.1640625,2.8227864917868e-08,1.6084438808769e-05
2891.1640625,2.8225635243366e-08,1.6084431109898e-05
2892.1640625,2.8223581675805e-08,1.6084425408566e-05
2893.1640625,2.8221648655721e-08,1.6084421572667e-05
2893.6640625,2.8210361186999e-08,1.6084425260703e-05
2894.6640625,2.8213531828466e-08,1.6084429312129e-05
2895.1640625,2.820428705993e-08,1.6084435919394e-05
2896.1640625,2.8210960571398e-08,1.6084442306746e-05
2897.1640625,2.8214475421774e-08,1.6084445098835e-05
2898.1640625,2.8215791750157e-08,1.6084446491608e-05
2898.6640625,2.8205460805604e-08,1.6084452312277e-05
2899.6640625,2.8208982122841e-08,1.6084460260637e-05
2900.1640625,2.8199655264211e-08,1.608446885228e-05
2901.1640625,2.8205901361986e-08,1.6084479610232e-05
2902.1640625,2.8209036440552e-08,1.6084487123861e-05
2903.1640625,2.8210116600348e-08,1.6084493443892e-05
2904.1640625,2.8209330890291e-08,1.6084500424653e-05
2904.6640625,2.8198235740211e-08,1.6084509410082e-05
2904.9140625,2.8185623484726e-08,1.6084517036886e-05
2905.4140625,2.8183511528318e-08,1.6084533213764e-05
2906.4140625,2.819391665897e-08,1.6084554963724e-05
2907.4140625,2.8202042308515e-08,1.6084568464351e-05
2908.4140625,2.8205971425644e-08,1.6084577916449e-05
2909.4140625,2.8206313159684e-08,1.6084586897038e-05
2910.4140625,2.8204903243294e-08,1.6084597141306e-05
2911.4140625,2.8203027545143e-08,1.6084609099698e-05
2912.4140625,2.8201308591703e-08,1.608462260383e-05
2913.4140625,2.8199953644884e-08,1.6084637281843e-05
2914.4140625,2.8198973640667e-08,1.6084652753926e-05
2915.4140625,2.8198313062189e-08,1.6084668698039e-05
2915.9140625,2.8187707282782e-08,1.6084681906188e-05
2916.9140625,2.8192390285121e-08,1.6084703379704e-05
2917.9140625,2.8195835576097e-08,1.6084721227412e-05
2918.9140625,2.8198455648119e-08,1.6084736285276e-05
2919.9140625,2.8199745514171e-08,1.6084749888239e-05
2920.9140625,2.8200249860736e-08,1.6084762822945e-05
2921.9140625,2.8200499388987e-08,1.6084775344925e-05
2922.4140625,2.8190259500692e-08,1.6084786665753e-05
2923.4140625,2.8195597040349e-08,1.6084803740062e-05
2924.4140625,2.8199710190135e-08,1.608481655443e-05
2924.6640625,2.8185282932989e-08,1.6084823362615e-05
2925.1640625,2.8184844811567e-08,1.6084837066416e-05
2926.1640625,2.8195087334364e-08,1.6084854054854e-05
2927.1640625,2.8203668497174e-08,1.6084862368267e-05
2928.1640625,2.8209172113619e-08,1.6084865101678e-05
2928.6640625,2.8200630977859e-08,1.6084870701689e-05
2929.6640625,2.8207084258354e-08,1.6084875308091e-05
2930.6640625,2.8211323527585e-08,1.6084875613003e-05
2931.6640625,2.8214523115669e-08,1.6084872667082e-05
2932.6640625,2.821648746156e-08,1.6084867712773e-05
2933.6640625,2.8217830596327e-08,1.6084861376529e-05
2934.6640625,2.8219056414065e-08,1.6084853781735e-05
2935.6640625,2.8220417009237e-08,1.6084844801634e-05
2936.6640625,2.8221992075609e-08,1.6084834231702e-05
2937.6640625,2.822377724788e-08,1.6084821873319e-05
2938.6640625,2.822573874964e-08,1.608480756277e-05
2939.6640625,2.8227839106101e-08,1.6084791174619e-05
2940.6640625,2.8230045946207e-08,1.608477261637e-05
2941.6640625,2.8232333080866e-08,1.608475182211e-05
2942.1640625,2.8223135676082e-08,1.6084746018788e-05
2943.1640625,2.823047356562e-08,1.6084727077128e-05
2944.1640625,2.8236422466055e-08,1.6084702282657e-05
2944.6640625,2.8228999988586e-08,1.608469360464e-05
2945.6640625,2.823808199098e-08,1.6084667226312e-05
2946.6640625,2.824446616362e-08,1.6084634614818e-05
2947.6640625,2.824923139185e-08,1.6084597408249e-05
2948.6640625,2.8252297763496e-08,1.6084557317654e-05
2949.1640625,2.8243125453558e-08,1.6084541885626e-05
2949.6640625,2.8237400931214e-08,1.6084529309594e-05
2950.6640625,2.8247760068406e-08,1.6084493932399e-05
2951.6640625,2.8256124163946e-08,1.608445042105e-05
2952.6640625,2.8261845662703e-08,1.6084401439428e-05
2952.9140625,2.8247492164099e-08,1.6084392805039e-05
2953.4140625,2.8246777835481e-08,1.6084375859948e-05
2954.4140625,2.8256588107686e-08,1.6084332368701e-05
2955.4140625,2.8265072340496e-08,1.6084280682124e-05
2956.4140625,2.8270661582146e-08,1.6084223711181e-05
2957.4140625,2.8273337323429e-08,1.6084164373775e-05
2958.4140625,2.8274410243334e-08,1.6084104270612e-05
2959.4140625,2.8274877687937e-08,1.6084044004263e-05
2960.4140625,2.8275236522705e-08,1.608398368184e-05
2961.4140625,2.8275652899276e-08,1.6083923245812e-05
2962.4140625,2.8276132024768e-08,1.6083862634342e-05
2963.4140625,2.8276622628602e-08,1.60838018371e-05
2964.4140625,2.8277067079862e-08,1.6083740901106e-05
2965.4140625,2.8277419092013e-08,1.6083679919058e-05
2966.4140625,2.8277645988925e-08,1.6083619015504e-05
2967.4140625,2.8277725559053e-08,1.6083558336261e-05
2967.9140625,2.8267368729559e-08,1.6083533231276e-05
2968.9140625,2.8272176053562e-08,1.6083478443609e-05
2969.9140625,2.8275375675545e-08,1.6083420760127e-05
2970.1640625,2.8260688201509e-08,1.6083410036901e-05
2970.6640625,2.8259638460367e-08,1.6083389094316e-05
2971.6640625,2.8268308956229e-08,1.6083338791668e-05
2972.6640625,2.8274951980296e-08,1.6083282166369e-05
2973.6640625,2.827816892084e-08,1.6083222644489e-05
2974.6640625,2.8278131987536e-08,1.6083163466461e-05
2975.6640625,2.8276283713362e-08,1.6083106422729e-05
2976.6640625,2.8273699514804e-08,1.6083052226946e-05
2977.6640625,2.827092059717e-08,1.6083001052826e-05
2978.1640625,2.8259167332789e-08,1.608298138105e-05
2979.1640625,2.8261382254986e-08,1.6082939965726e-05
2980.1640625,2.8262175005389e-08,1.6082897960389e-05
2981.1640625,2.8261934214728e-08,1.6082856388546e-05
2982.1640625,2.826013429822e-08,1.6082816791792e-05
2983.1640625,2.825730883732e-08,1.6082780173658e-05
2984.1640625,2.8253986374677e-08,1.6082747007053e-05
2985.1640625,2.8250473524681e-08,1.6082717458288e-05
2986.1640625,2.8246901877904e-08,1.6082691562528e-05
2987.1640625,2.8243307747014e-08,1.6082669318962e-05
2988.1640625,2.8239688362027e-08,1.608265072968e-05
2989.1640625,2.8236031830039e-08,1.608263580862e-05
2990.1640625,2.8232329598326e-08,1.6082624578149e-05
2991.1640625,2.8228579673624e-08,1.6082617062476e-05
2992.1640625,2.8224785962725e-08,1.6082613281783e-05
2993.1640625,2.8220956567717e-08,1.6082613248082e-05
2994.1640625,2.8217102254005e-08,1.6082616962636e-05
2995.1640625,2.8213235365467e-08,1.6082624414431e-05
2996.1640625,2.8209369249986e-08,1.608263557927e-05
2997.1640625,2.8205517997174e-08,1.6082650419147e-05
2998.1640625,2.8201696261372e-08,1.608266888175e-05
2999.1640625,2.8197919120157e-08,1.608269090011e-05
3000.1640625,2.8194201997421e-08,1.6082716392364e-05
3001.1640625,2.819056056934e-08,1.6082745261634e-05
3002.1640625,2.8187010556354e-08,1.608277739603e-05
3002.6640625,2.8174922618228e-08,1.6082799414057e-05
3003.6640625,2.8176513021034e-08,1.6082841475514e-05
3004.6640625,2.8176792230183e-08,1.6082882933553e-05
3005.6640625,2.817621958955e-08,1.6082924631513e-05
3006.6640625,2.8174321052381e-08,1.6082967880715e-05
3007.6640625,2.8171664293579e-08,1.6083013422098e-05
3008.6640625,2.8168799051576e-08,1.6083061446521e-05
3009.6640625,2.8166045452636e-08,1.6083111826617e-05
3010.6640625,2.8163544255638e-08,1.6083164296622e-05
3011.6640625,2.8161338293154e-08,1.6083218550225e-05
3012.6640625,2.8159429161993e-08,1.6083274281574e-05
3013.6640625,2.8157807195982e-08,1.6083331196413e-05
3014.6640625,2.8156463605645e-08,1.6083389011072e-05
3015.6640625,2.8155393514463e-08,1.608344744852e-05
3016.6640625,2.8154595226759e-08,1.6083506235139e-05
3017.6640625,2.8154068666559e-08,1.6083565099123e-05
3018.6640625,2.8153814016899e-08,1.608362377019e-05
3019.6640625,2.8153830958106e-08,1.6083681980083e-05
3020.6640625,2.8154118354327e-08,1.6083739463358e-05
3021.6640625,2.8154674211163e-08,1.6083795958228e-05
3022.6640625,2.8155495740096e-08,1.6083851207321e-05
3023.6640625,2.8156579426128e-08,1.6083904958374e-05
3024.6640625,2.8157921048632e-08,1.6083956964902e-05
3025.6640625,2.8159515677734e-08,1.6084006986871e-05
3026.6640625,2.8161357585794e-08,1.6084054791436e-05
3027.6640625,2.8163440194884e-08,1.6084100153751e-05
3028.6640625,2.816575600446e-08,1.6084142857828e-05
3029.6640625,2.8168296535621e-08,1.6084182697454e-05
3030.6640625,2.8171052314623e-08,1.6084219477123e-05
3031.6640625,2.8174012846107e-08,1.6084253012974e-05
3032.6640625,2.8177166634166e-08,1.6084283133715e-05
3033.6640625,2.8180501207775e-08,1.608430968151e-05
3034.6640625,2.8184003181514e-08,1.6084332512806e-05
3035.1640625,2.8175441591259e-08,1.6084348139179e-05
3036.1640625,2.8184131902842e-08,1.6084370453966e-05
3037.1640625,2.8191533467178e-08,1.6084385223566e-05
3038.1640625,2.8198056360476e-08,1.608439336167e-05
3039.1640625,2.820318882516e-08,1.6084396287215e-05
3040.1640625,2.8207465833632e-08,1.6084394879916e-05
3041.1640625,2.8211408158701e-08,1.6084389497495e-05
3042.1640625,2.8215307458372e-08,1.6084380206854e-05
3043.1640625,2.8219275993552e-08,1.6084366963525e-05
3044.1640625,2.8223328252252e-08,1.6084349709207e-05
3045.1640625,2.8227438045487e-08,1.6084328412087e-05
3046.1640625,2.8231568715108e-08,1.6084303076989e-05
3047.1640625,2.82356855701e-08,1.608427374316e-05
3048.1640625,2.8239759088838e-08,1.608424047892e-05
3049.1640625,2.8243764268809e-08,1.6084203376938e-05
3050.1640625,2.8247679264993e-08,1.6084162551026e-05
3051.1640625,2.8251484109192e-08,1.6084118134097e-05
3052.1640625,2.8255159979425e-08,1.6084070276876e-05
3053.1640625,2.8258689103454e-08,1.608401914682e-05
3054.1640625,2.8262054709024e-08,1.6083964926969e-05
3055.1640625,2.8265241183822e-08,1.6083907814705e-05
3056.1640625,2.8268234205495e-08,1.6083848020388e-05
3057.1640625,2.8271020820143e-08,1.6083785765908e-05
3058.1640625,2.8273589463059e-08,1.6083721283238e-05
3059.1640625,2.8275929935878e-08,1.6083654813013e-05
3060.1640625,2.8278033360277e-08,1.6083586603162e-05
3060.6640625,2.8268664526358e-08,1.6083557255354e-05
3061.6640625,2.8275368947648e-08,1.6083492162368e-05
3062.6640625,2.8280399010159e-08,1.608342243155e-05
3063.6640625,2.8284172142767e-08,1.6083349333716e-05
3064.1640625,2.8275199323905e-08,1.6083317354416e-05
3065.1640625,2.8281424837211e-08,1.6083247511891e-05
3065.6640625,2.8273390149062e-08,1.6083216692032e-05
3066.6640625,2.8281863987306e-08,1.6083146930346e-05
3067.6640625,2.8286822658794e-08,1.6083072639724e-05
3068.6640625,2.8289320791276e-08,1.608299628162e-05
3069.6640625,2.8289568010131e-08,1.6082920098036e-05
3070.1640625,2.8278884790713e-08,1.6082887432133e-05
3071.1640625,2.8282400990401e-08,1.6082818913474e-05
3072.1640625,2.8284174441159e-08,1.6082749013465e-05
3073.1640625,2.8284827266672e-08,1.6082678846285e-05
3074.1640625,2.8283911795061e-08,1.6082609966975e-05
3075.1640625,2.8281966775427e-08,1.608254338686e-05
3076.1640625,2.8279503596168e-08,1.6082479604103e-05
3077.1640625,2.8276810327411e-08,1.608241882863e-05
3078.1640625,2.8274005798504e-08,1.6082361151523e-05
3079.1640625,2.8271119749227e-08,1.6082306634055e-05
3080.1640625,2.8268147051963e-08,1.6082255342338e-05
3081.1640625,2.8265075588936e-08,1.6082207354153e-05
3082.1640625,2.8261897292442e-08,1.6082162754817e-05
3083.1640625,2.8258610656585e-08,1.6082121630613e-05
3084.1640625,2.8255219887831e-08,1.6082084063103e-05
3085.1640625,2.8251733281166e-08,1.6082050125102e-05
3086.1640625,2.8248161826009e-08,1.6082019878059e-05
3087.1640625,2.8244518278556e-08,1.6081993370373e-05
3088.1640625,2.8240816614101e-08,1.6081970636264e-05
3089.1640625,2.8237071704128e-08,1.6081951694974e-05
3090.1640625,2.8233299102788e-08,1.608193655019e-05
3091.1640625,2.8229514806033e-08,1.6081925189673e-05
3092.1640625,2.8225735109923e-08,1.6081917585107e-05
3093.1640625,2.8221976364202e-08,1.6081913692115e-05
3094.1640625,2.8218254778741e-08,1.6081913450506e-05
3094.6640625,2.8206063849921e-08,1.6081919385335e-05
3095.6640625,2.8207402861422e-08,1.6081929742061e-05
3096.6640625,2.8207378234626e-08,1.6081940006132e-05
3097.6640625,2.8206446001287e-08,1.6081951072952e-05
3098.6640625,2.8204131931436e-08,1.6081964305744e-05
3099.6640625,2.8201003639056e-08,1.6081980497144e-05
3100.6640625,2.8197610471729e-08,1.6081999889731e-05
3101.6640625,2.8194271827735e-08,1.6082022408256e-05
3102.6640625,2.8191127532797e-08,1.6082047839672e-05
3103.6640625,2.8188219394865e-08,1.6082075931064e-05
3104.6640625,2.8185548020243e-08,1.6082106430645e-05
3105.6640625,2.8183102758574e-08,1.6082139098843e-05
3106.6640625,2.8180873943597e-08,1.6082173707206e-05
3107.6640625,2.8178855937559e-08,1.6082210034322e-05
3108.6640625,2.8177046448295e-08,1.6082247862453e-05
3109.6640625,2.8175444957457e-08,1.6082286975745e-05
3110.6640625,2.8174051419941e-08,1.6082327159751e-05
3111.6640625,2.8172865513221e-08,1.6082368201699e-05
3112.6640625,2.8171886344342e-08,1.6082409891046e-05
3113.6640625,2.8171112427892e-08,1.6082452020052e-05
3114.6640625,2.8170541755025e-08,1.608249438428e-05
3115.6640625,2.8170171899343e-08,1.6082536782993e-05
3116.6640625,2.8170000036765e-08,1.6082579019525e-05
3117.1640625,2.8159620470528e-08,1.6082605224873e-05
3118.1640625,2.8164708315888e-08,1.6082652147639e-05
3119.1640625,2.8168554299534e-08,1.6082694906941e-05
3120.1640625,2.8171590909886e-08,1.6082734326357e-05
3121.1640625,2.8173321384827e-08,1.6082771720389e-05
3121.6640625,2.8163561893589e-08,1.6082795204654e-05
3122.6640625,2.8169281388075e-08,1.6082836095345e-05
3123.6640625,2.8173558020193e-08,1.6082872434624e-05
3124.6640625,2.8177010323679e-08,1.608290506271e-05
3125.6640625,2.817919929518e-08,1.6082935253702e-05
3126.6640625,2.8180671693723e-08,1.6082963731716e-05
3127.1640625,2.8170954003589e-08,1.6082982750829e-05
3128.1640625,2.8177181951428e-08,1.6083014262011e-05
3129.1640625,2.8182151136416e-08,1.608304059329e-05
3130.1640625,2.8186332295953e-08,1.608306255318e-05
3131.1640625,2.8189216629221e-08,1.6083081453423e-05
3132.1640625,2.8191325258689e-08,1.6083098080756e-05
3133.1640625,2.8193164630635e-08,1.6083112715166e-05
3134.1640625,2.8195017671023e-08,1.608312535476e-05
3135.1640625,2.8196993514626e-08,1.608313588985e-05
3136.1640625,2.8199107501077e-08,1.608314419647e-05
3137.1640625,2.8201336725295e-08,1.6083150174308e-05
3138.1640625,2.8203649220831e-08,1.6083153755471e-05
3139.1640625,2.8206015866649e-08,1.608315490141e-05
3140.1640625,2.8208413377211e-08,1.608315359695e-05
3141.1640625,2.8210823641524e-08,1.6083149844986e-05
3142.1640625,2.8213232182519e-08,1.6083143662765e-05
3143.1640625,2.821562684201e-08,1.6083135079498e-05
3144.1640625,2.8217996965649e-08,1.6083124134787e-05
3145.1640625,2.8220333009918e-08,1.6083110877457e-05
3145.6640625,2.8211136724242e-08,1.6083108835129e-05
3146.6640625,2.82183716784e-08,1.6083097490165e-05
3147.1640625,2.8211126749574e-08,1.6083095434495e-05
3148.1640625,2.8221690886e-08,1.6083080769683e-05
3149.1640625,2.8228987336272e-08,1.6083058915017e-05
3150.1640625,2.8233959387954e-08,1.6083032214037e-05
3151.1640625,2.8236789091183e-08,1.6083002818679e-05
3151.6640625,2.8227424164294e-08,1.6082992818483e-05
3152.6640625,2.823368835574e-08,1.6082966625376e-05
3153.6640625,2.823834935473e-08,1.6082935925497e-05
3154.6640625,2.8242030576442e-08,1.6082901712952e-05
3155.6640625,2.8244279811922e-08,1.6082865427976e-05
3156.6640625,2.8245629907341e-08,1.6082827973594e-05
3157.6640625,2.8246584833761e-08,1.6082789747793e-05
3158.6640625,2.8247424565535e-08,1.6082750868894e-05
3159.6640625,2.8248259131888e-08,1.608271134576e-05
3160.6640625,2.8249108656164e-08,1.6082671167498e-05
3161.1640625,2.8239179515831e-08,1.6082656072563e-05
3162.1640625,2.8244990086554e-08,1.6082620202498e-05
3163.1640625,2.8249344213473e-08,1.6082580190927e-05
3164.1640625,2.8252648810566e-08,1.6082537099677e-05
3165.1640625,2.8254400050231e-08,1.6082492487029e-05
3166.1640625,2.825514562463e-08,1.6082447358447e-05
3167.1640625,2.825542084069e-08,1.6082402182474e-05
3168.1640625,2.8255533827534e-08,1.6082357119562e-05
3168.6640625,2.8245216550781e-08,1.6082339783563e-05
3169.6640625,2.8250267140107e-08,1.6082300214924e-05
3170.6640625,2.8253900008332e-08,1.6082257244856e-05
3171.6640625,2.8256524822331e-08,1.6082211889314e-05
3172.6640625,2.8257634248929e-08,1.6082165664454e-05
3173.1640625,2.8247499917728e-08,1.6082147659399e-05
3173.6640625,2.8240803162329e-08,1.6082133007986e-05
3174.6640625,2.8249122606573e-08,1.608209555281e-05
3175.6640625,2.8255377804327e-08,1.6082052091942e-05
3176.6640625,2.8258959776793e-08,1.6082005306273e-05
3177.6640625,2.8259939797511e-08,1.6081957793403e-05
3178.6640625,2.8259502641431e-08,1.6081910960089e-05
3179.6640625,2.8258554775713e-08,1.6081865306353e-05
3180.6640625,2.8257560523851e-08,1.6081820869294e-05
3181.6640625,2.8256690114975e-08,1.6081777517662e-05
3182.6640625,2.8255968896399e-08,1.6081735096314e-05
3183.6640625,2.8255369551048e-08,1.6081693478393e-05
3184.6640625,2.8254856518797e-08,1.6081652573211e-05
3185.6640625,2.8254401934222e-08,1.608161231833e-05
3186.6640625,2.8253987980545e-08,1.6081572669396e-05
3187.6640625,2.825360441851e-08,1.6081533592494e-05
3188.6640625,2.8253245477142e-08,1.6081495059652e-05
3189.6640625,2.8252907604118e-08,1.60814570466e-05
3190.6640625,2.8252588266689e-08,1.6081419531738e-05
3191.6640625,2.825228550977e-08,1.6081382495543e-05
3192.6640625,2.8251997905439e-08,1.6081345920032e-05
3193.6640625,2.8251724618759e-08,1.6081309788165e-05
3194.6640625,2.8251465437966e-08,1.6081274083218e-05
3195.6640625,2.8251220716519e-08,1.608123878822e-05
3196.6640625,2.8250991235146e-08,1.6081203885529e-05
3197.6640625,2.8250778018416e-08,1.6081169356594e-05
3198.6640625,2.8250582143524e-08,1.6081135181913e-05
3199.6640625,2.825040457009e-08,1.6081101341148e-05
3200.6640625,2.8250246007609e-08,1.6081067813386e-05
3201.6640625,2.8250106825116e-08,1.6081034577476e-05
3202.6640625,2.824998700062e-08,1.6081001612421e-05
3203.6640625,2.8249886102995e-08,1.6080968897783e-05
3204.1640625,2.8239486250631e-08,1.6080957758107e-05
3204.6640625,2.8232763049978e-08,1.6080949963308e-05
3205.6640625,2.8241383749177e-08,1.6080925836605e-05
3206.6640625,2.8248025724559e-08,1.608089523784e-05
3207.6640625,2.8251980938494e-08,1.6080860864648e-05
3208.6640625,2.8253299525248e-08,1.6080825352019e-05
