cell,group in,group out,legendre,nuclide,mean,std. dev.
2,2,1,P0,Si30,0.0,0.0
2,2,1,P0,Si28,0.0,0.0
2,2,1,P0,Si29,5.238221184299264e-06,5.307411686454074e-06
2,2,1,P0,Mn55,0.0,0.0
2,2,1,P0,P31,0.0,0.0
2,2,1,P0,S33,0.0,0.0
2,2,1,P0,S34,0.0,0.0
2,2,1,P0,S32,0.0,0.0
2,2,1,P0,S36,0.0,0.0
2,2,1,P0,Cr54,0.0,0.0
2,2,1,P0,Cr52,7.533864270191513e-05,2.1182132152366898e-05
2,2,1,P0,Cr50,0.0,0.0
2,2,1,P0,Cr53,1.9014131442851166e-05,1.0761469285945714e-05
2,2,1,P0,Ni64,0.0,0.0
2,2,1,P0,Ni62,1.242593676620172e-05,8.715234941853672e-06
2,2,1,P0,Ni58,0.00026727883692399275,3.693194929925801e-05
2,2,1,P0,Ni61,6.25291719370373e-06,6.272014598109276e-06
2,2,1,P0,Ni60,0.0,0.0
2,2,1,P0,Fe56,0.00109133707914338,7.949288560594352e-05
2,2,1,P0,Fe54,1.890315348508702e-05,1.0700806998942086e-05
2,2,1,P0,Fe57,0.0,0.0
2,2,1,P0,Fe58,0.0,0.0
2,2,1,P1,C12,0.0,0.0
2,2,1,P1,C13,0.0,0.0
2,2,1,P1,Si30,0.0,0.0
2,2,1,P1,Si28,0.0,0.0
2,2,1,P1,Si29,1.1074449395304793e-07,1.1220729341834326e-07
2,2,1,P1,Mn55,0.0,0.0
2,2,1,P1,P31,0.0,0.0
2,2,1,P1,S33,0.0,0.0
2,2,1,P1,S34,0.0,0.0
2,2,1,P1,S32,0.0,0.0
2,2,1,P1,S36,0.0,0.0
2,2,1,P1,Cr54,0.0,0.0
2,2,1,P1,Cr52,-1.111742132702318e-05,9.706885943547157e-06
2,2,1,P1,Cr50,0.0,0.0
2,2,1,P1,Cr53,4.773381407281643e-06,4.242597418414687e-06
2,2,1,P1,Ni64,0.0,0.0
2,2,1,P1,Ni62,4.358741959574691e-06,5.148369415701147e-06
2,2,1,P1,Ni58,-4.194136647685882e-05,2.2265642109604082e-05
2,2,1,P1,Ni61,-2.1717187328731458e-06,2.1783515075624605e-06
2,2,1,P1,Ni60,0.0,0.0
2,2,1,P1,Fe56,-5.781078882704976e-05,4.266841164020428e-05
2,2,1,P1,Fe54,5.252501376925464e-06,6.948240708748737e-06
2,2,1,P1,Fe57,0.0,0.0
2,2,1,P1,Fe58,0.0,0.0
2,2,2,P0,C12,0.0015410235383536137,0.000172207532582639
2,2,2,P0,C13,2.0800830051885875e-05,1.425235998804223e-05
2,2,2,P0,Si30,0.00013130855955607886,4.6091790575919355e-05
2,2,2,P0,Si28,0.0031244116198121306,0.00022931844152902607
2,2,2,P0,Si29,0.00020429062618767128,4.739204833412572e-05
2,2,2,P0,Mn55,0.0036982089952084197,0.000237741228125333
2,2,2,P0,P31,0.00028947840677394566,5.3391991435245754e-05
2,2,2,P0,S33,0.0,0.0
2,2,2,P0,S34,0.0,0.0
2,2,2,P0,S32,4.162518120639598e-05,4.120007275296538e-05
2,2,2,P0,S36,0.0,0.0
2,2,2,P0,Cr54,0.0011100958940855822,0.00012507725438531955
2,2,2,P0,Cr52,0.04748845778310718,0.0009706001431210958
2,2,2,P0,Cr50,0.0019412914553946694,0.00019124199353769055
2,2,2,P0,Cr53,0.013823273558952796,0.0004599461344865919
2,2,2,P0,Ni64,2.368757868761875e-05,1.6230307805080193e-05
2,2,2,P0,Ni62,0.0031810398121476405,0.0002057147554857517
2,2,2,P0,Ni58,0.15374896904961113,0.0024055329700264157
2,2,2,P0,Ni61,0.0009004200758933373,9.939019858957134e-05
2,2,2,P0,Ni60,0.002605043766715296,0.00018845548441476427
2,2,2,P0,Fe56,0.6347758609190579,0.008577688982175152
2,2,2,P0,Fe54,0.007233606733626632,0.00026722647287230194
2,2,2,P0,Fe57,0.0007337840551845164,8.52428133045904e-05
2,2,2,P0,Fe58,0.001203166421338216,0.00011813369816215897
2,2,2,P1,C12,6.14853739688167e-05,5.876431248325992e-05
2,2,2,P1,C13,-1.0275869897946778e-05,8.037213311851475e-06
2,2,2,P1,Si30,2.186889943620358e-05,1.4836327384010914e-05
2,2,2,P1,Si28,2.1444632369947842e-05,7.989409077687608e-05
2,2,2,P1,Si29,1.4869866546088052e-05,2.178620263263026e-05
2,2,2,P1,Mn55,-6.595119913272365e-05,8.776346374511335e-05
2,2,2,P1,P31,4.629938872684177e-07,2.9144150594527094e-05
2,2,2,P1,S33,0.0,0.0
2,2,2,P1,S34,0.0,0.0
2,2,2,P1,S32,1.847625175823482e-05,2.443010003930464e-05
2,2,2,P1,S36,0.0,0.0
2,2,2,P1,Cr54,1.2240374306055765e-05,5.456889061441065e-05
2,2,2,P1,Cr52,0.0007164830209257805,0.0003341416726419514
2,2,2,P1,Cr50,1.4358310461761997e-05,6.565278080380478e-05
2,2,2,P1,Cr53,6.493756957416824e-05,0.00016124444438378176
2,2,2,P1,Ni64,1.012932437061864e-06,8.44981214921975e-06
2,2,2,P1,Ni62,3.879123097960939e-05,7.926337075647719e-05
2,2,2,P1,Ni58,0.0013038852401491816,0.0006342366998984388
2,2,2,P1,Ni61,8.333783943983541e-05,5.482442819964369e-05
2,2,2,P1,Ni60,5.062347892693918e-05,7.342847648454464e-05
2,2,2,P1,Fe56,0.008631539494275493,0.0011430390123120656
2,2,2,P1,Fe54,9.472299879643636e-05,0.00013798012197941353
2,2,2,P1,Fe57,5.013775872297828e-05,3.7887682497469345e-05
2,2,2,P1,Fe58,2.3086399504223457e-05,5.066976029980448e-05
