material,group in,group out,legendre,nuclide,mean,std. dev.
7,7,24,P0,total,0.0,0.0
7,7,24,P1,total,0.0,0.0
7,7,25,P0,total,0.0,0.0
7,7,25,P1,total,0.0,0.0
7,8,1,P0,total,0.0,0.0
7,8,1,P1,total,0.0,0.0
7,8,2,P0,total,0.0,0.0
7,8,2,P1,total,0.0,0.0
7,8,3,P0,total,0.0,0.0
7,8,3,P1,total,0.0,0.0
7,8,4,P0,total,0.0,0.0
7,8,4,P1,total,0.0,0.0
7,8,5,P0,total,0.0,0.0
7,8,5,P1,total,0.0,0.0
7,8,6,P0,total,0.0,0.0
7,8,6,P1,total,0.0,0.0
7,8,7,P0,total,0.0,0.0
7,8,7,P1,total,0.0,0.0
7,8,8,P0,total,0.6309630186937468,0.006173719305762439
7,8,8,P1,total,0.038928790557209624,0.000790034777075466
7,8,9,P0,total,0.0010287590695868048,4.953017376268386e-05
7,8,9,P1,total,-0.00031389702206557847,3.0721543881170975e-05
7,8,10,P0,total,0.00011690443972577321,1.6678895650284514e-05
7,8,10,P1,total,9.802300270169174e-06,9.024518719278988e-06
7,8,11,P0,total,0.0,0.0
7,8,11,P1,total,0.0,0.0
7,8,12,P0,total,0.0,0.0
7,8,12,P1,total,0.0,0.0
7,8,13,P0,total,0.0,0.0
7,8,13,P1,total,0.0,0.0
7,8,14,P0,total,0.0,0.0
7,8,14,P1,total,0.0,0.0
7,8,15,P0,total,0.0,0.0
7,8,15,P1,total,0.0,0.0
7,8,16,P0,total,0.0,0.0
7,8,16,P1,total,0.0,0.0
7,8,17,P0,total,0.0,0.0
7,8,17,P1,total,0.0,0.0
7,8,18,P0,total,0.0,0.0
7,8,18,P1,total,0.0,0.0
7,8,19,P0,total,0.0,0.0
7,8,19,P1,total,0.0,0.0
7,8,20,P0,total,0.0,0.0
7,8,20,P1,total,0.0,0.0
7,8,21,P0,total,0.0,0.0
7,8,21,P1,total,0.0,0.0
7,8,22,P0,total,0.0,0.0
7,8,22,P1,total,0.0,0.0
7,8,23,P0,total,0.0,0.0
7,8,23,P1,total,0.0,0.0
7,8,24,P0,total,0.0,0.0
7,8,24,P1,total,0.0,0.0
7,8,25,P0,total,0.0,0.0
7,8,25,P1,total,0.0,0.0
7,9,1,P0,total,0.0,0.0
7,9,1,P1,total,0.0,0.0
7,9,2,P0,total,0.0,0.0
7,9,2,P1,total,0.0,0.0
7,9,3,P0,total,0.0,0.0
7,9,3,P1,total,0.0,0.0
7,9,4,P0,total,0.0,0.0
7,9,4,P1,total,0.0,0.0
7,9,5,P0,total,0.0,0.0
7,9,5,P1,total,0.0,0.0
7,9,6,P0,total,0.0,0.0
7,9,6,P1,total,0.0,0.0
7,9,7,P0,total,0.0,0.0
7,9,7,P1,total,0.0,0.0
7,9,8,P0,total,0.0,0.0
7,9,8,P1,total,0.0,0.0
7,9,9,P0,total,0.6495476081813749,0.019886454484429134
7,9,9,P1,total,0.00831768774331209,0.002811830454028973
7,9,10,P0,total,0.010023972778896998,0.0006095198364250708
7,9,10,P1,total,-0.003539814190894986,0.00031757438144463737
7,9,11,P0,total,0.0,0.0
7,9,11,P1,total,0.0,0.0
7,9,12,P0,total,0.0,0.0
7,9,12,P1,total,0.0,0.0
7,9,13,P0,total,0.0,0.0
7,9,13,P1,total,0.0,0.0
7,9,14,P0,total,0.0,0.0
7,9,14,P1,total,0.0,0.0
7,9,15,P0,total,0.0,0.0
7,9,15,P1,total,0.0,0.0
7,9,16,P0,total,0.0,0.0
7,9,16,P1,total,0.0,0.0
7,9,17,P0,total,0.0,0.0
7,9,17,P1,total,0.0,0.0
7,9,18,P0,total,0.0,0.0
7,9,18,P1,total,0.0,0.0
7,9,19,P0,total,0.0,0.0
7,9,19,P1,total,0.0,0.0
7,9,20,P0,total,0.0,0.0
7,9,20,P1,total,0.0,0.0
7,9,21,P0,total,0.0,0.0
7,9,21,P1,total,0.0,0.0
7,9,22,P0,total,0.0,0.0
7,9,22,P1,total,0.0,0.0
7,9,23,P0,total,0.0,0.0
7,9,23,P1,total,0.0,0.0
7,9,24,P0,total,0.0,0.0
7,9,24,P1,total,0.0,0.0
7,9,25,P0,total,0.0,0.0
7,9,25,P1,total,0.0,0.0
7,10,1,P0,total,0.0,0.0
7,10,1,P1,total,0.0,0.0
7,10,2,P0,total,0.0,0.0
7,10,2,P1,total,0.0,0.0
7,10,3,P0,total,0.0,0.0
7,10,3,P1,total,0.0,0.0
7,10,4,P0,total,0.0,0.0
7,10,4,P1,total,0.0,0.0
7,10,5,P0,total,0.0,0.0
7,10,5,P1,total,0.0,0.0
7,10,6,P0,total,0.0,0.0
7,10,6,P1,total,0.0,0.0
7,10,7,P0,total,0.0,0.0
7,10,7,P1,total,0.0,0.0
7,10,8,P0,total,0.0,0.0
7,10,8,P1,total,0.0,0.0
7,10,9,P0,total,0.0,0.0
7,10,9,P1,total,0.0,0.0
7,10,10,P0,total,0.6329601416309633,0.009614420510316643
7,10,10,P1,total,0.003183254186269248,0.0010600207718880871
7,10,11,P0,total,0.0012586072383603628,8.420489346178217e-05
7,10,11,P1,total,-0.0004004864592533675,4.858971609986357e-05
7,10,12,P0,total,0.0,0.0
7,10,12,P1,total,0.0,0.0
7,10,13,P0,total,0.0,0.0
7,10,13,P1,total,0.0,0.0
7,10,14,P0,total,0.0,0.0
7,10,14,P1,total,0.0,0.0
7,10,15,P0,total,0.0,0.0
7,10,15,P1,total,0.0,0.0
7,10,16,P0,total,0.0,0.0
7,10,16,P1,total,0.0,0.0
7,10,17,P0,total,0.0,0.0
7,10,17,P1,total,0.0,0.0
7,10,18,P0,total,0.0,0.0
7,10,18,P1,total,0.0,0.0
7,10,19,P0,total,0.0,0.0
7,10,19,P1,total,0.0,0.0
7,10,20,P0,total,0.0,0.0
7,10,20,P1,total,0.0,0.0
7,10,21,P0,total,0.0,0.0
7,10,21,P1,total,0.0,0.0
7,10,22,P0,total,0.0,0.0
7,10,22,P1,total,0.0,0.0
7,10,23,P0,total,0.0,0.0
7,10,23,P1,total,0.0,0.0
7,10,24,P0,total,0.0,0.0
7,10,24,P1,total,0.0,0.0
7,10,25,P0,total,0.0,0.0
7,10,25,P1,total,0.0,0.0
7,11,1,P0,total,0.0,0.0
7,11,1,P1,total,0.0,0.0
7,11,2,P0,total,0.0,0.0
7,11,2,P1,total,0.0,0.0
7,11,3,P0,total,0.0,0.0
7,11,3,P1,total,0.0,0.0
7,11,4,P0,total,0.0,0.0
7,11,4,P1,total,0.0,0.0
7,11,5,P0,total,0.0,0.0
7,11,5,P1,total,0.0,0.0
7,11,6,P0,total,0.0,0.0
7,11,6,P1,total,0.0,0.0
7,11,7,P0,total,0.0,0.0
7,11,7,P1,total,0.0,0.0
7,11,8,P0,total,0.0,0.0
7,11,8,P1,total,0.0,0.0
7,11,9,P0,total,0.0,0.0
7,11,9,P1,total,0.0,0.0
7,11,10,P0,total,0.0,0.0
7,11,10,P1,total,0.0,0.0
7,11,11,P0,total,0.6221882235497004,0.014866177709859344
7,11,11,P1,total,0.0030779909642958403,0.0021059287995013973
7,11,12,P0,total,0.0014138554880722125,0.0001672792583587621
7,11,12,P1,total,-0.00047574386285989393,0.00010703928387315881
7,11,13,P0,total,0.0,0.0
7,11,13,P1,total,0.0,0.0
7,11,14,P0,total,0.0,0.0
7,11,14,P1,total,0.0,0.0
7,11,15,P0,total,0.0,0.0
7,11,15,P1,total,0.0,0.0
7,11,16,P0,total,0.0,0.0
7,11,16,P1,total,0.0,0.0
7,11,17,P0,total,0.0,0.0
7,11,17,P1,total,0.0,0.0
7,11,18,P0,total,0.0,0.0
7,11,18,P1,total,0.0,0.0
7,11,19,P0,total,0.0,0.0
7,11,19,P1,total,0.0,0.0
7,11,20,P0,total,0.0,0.0
7,11,20,P1,total,0.0,0.0
7,11,21,P0,total,0.0,0.0
7,11,21,P1,total,0.0,0.0
7,11,22,P0,total,0.0,0.0
7,11,22,P1,total,0.0,0.0
7,11,23,P0,total,0.0,0.0
7,11,23,P1,total,0.0,0.0
7,11,24,P0,total,0.0,0.0
7,11,24,P1,total,0.0,0.0
7,11,25,P0,total,0.0,0.0
7,11,25,P1,total,0.0,0.0
7,12,1,P0,total,0.0,0.0
7,12,1,P1,total,0.0,0.0
7,12,2,P0,total,0.0,0.0
7,12,2,P1,total,0.0,0.0
7,12,3,P0,total,0.0,0.0
7,12,3,P1,total,0.0,0.0
7,12,4,P0,total,0.0,0.0
7,12,4,P1,total,0.0,0.0
7,12,5,P0,total,0.0,0.0
7,12,5,P1,total,0.0,0.0
7,12,6,P0,total,0.0,0.0
7,12,6,P1,total,0.0,0.0
7,12,7,P0,total,0.0,0.0
7,12,7,P1,total,0.0,0.0
7,12,8,P0,total,0.0,0.0
7,12,8,P1,total,0.0,0.0
7,12,9,P0,total,0.0,0.0
7,12,9,P1,total,0.0,0.0
7,12,10,P0,total,0.0,0.0
7,12,10,P1,total,0.0,0.0
7,12,11,P0,total,0.0,0.0
7,12,11,P1,total,0.0,0.0
7,12,12,P0,total,0.446668264255023,0.02412619148580706
7,12,12,P1,total,0.0007700201845477546,0.003798495092084803
7,12,13,P0,total,0.007759411907148363,0.0008673718281820275
7,12,13,P1,total,-0.002104929491873952,0.0004352379279526398
7,12,14,P0,total,0.0,0.0
7,12,14,P1,total,0.0,0.0
7,12,15,P0,total,0.0,0.0
7,12,15,P1,total,0.0,0.0
7,12,16,P0,total,0.0,0.0
7,12,16,P1,total,0.0,0.0
7,12,17,P0,total,0.0,0.0
7,12,17,P1,total,0.0,0.0
7,12,18,P0,total,0.0,0.0
7,12,18,P1,total,0.0,0.0
7,12,19,P0,total,0.0,0.0
7,12,19,P1,total,0.0,0.0
7,12,20,P0,total,0.0,0.0
7,12,20,P1,total,0.0,0.0
7,12,21,P0,total,0.0,0.0
7,12,21,P1,total,0.0,0.0
7,12,22,P0,total,0.0,0.0
7,12,22,P1,total,0.0,0.0
7,12,23,P0,total,0.0,0.0
7,12,23,P1,total,0.0,0.0
7,12,24,P0,total,0.0,0.0
7,12,24,P1,total,0.0,0.0
7,12,25,P0,total,0.0,0.0
7,12,25,P1,total,0.0,0.0
7,13,1,P0,total,0.0,0.0
7,13,1,P1,total,0.0,0.0
7,13,2,P0,total,0.0,0.0
7,13,2,P1,total,0.0,0.0
7,13,3,P0,total,0.0,0.0
7,13,3,P1,total,0.0,0.0
7,13,4,P0,total,0.0,0.0
7,13,4,P1,total,0.0,0.0
7,13,5,P0,total,0.0,0.0
7,13,5,P1,total,0.0,0.0
7,13,6,P0,total,0.0,0.0
7,13,6,P1,total,0.0,0.0
7,13,7,P0,total,0.0,0.0
7,13,7,P1,total,0.0,0.0
7,13,8,P0,total,0.0,0.0
7,13,8,P1,total,0.0,0.0
7,13,9,P0,total,0.0,0.0
7,13,9,P1,total,0.0,0.0
7,13,10,P0,total,0.0,0.0
7,13,10,P1,total,0.0,0.0
7,13,11,P0,total,0.0,0.0
7,13,11,P1,total,0.0,0.0
7,13,12,P0,total,0.0001655685263685633,0.00011662002656018332
7,13,12,P1,total,7.703085698461217e-05,7.304341744961349e-05
7,13,13,P0,total,0.47377433820364406,0.019002465100311745
7,13,13,P1,total,0.0050311266237015075,0.00413569646513591
7,13,14,P0,total,0.006457172528373971,0.0007726417291662597
7,13,14,P1,total,-0.001929271801380416,0.0004155227304503395
7,13,15,P0,total,0.0,0.0
7,13,15,P1,total,0.0,0.0
7,13,16,P0,total,0.0,0.0
7,13,16,P1,total,0.0,0.0
7,13,17,P0,total,0.0,0.0
7,13,17,P1,total,0.0,0.0
7,13,18,P0,total,0.0,0.0
7,13,18,P1,total,0.0,0.0
7,13,19,P0,total,0.0,0.0
7,13,19,P1,total,0.0,0.0
7,13,20,P0,total,0.0,0.0
7,13,20,P1,total,0.0,0.0
7,13,21,P0,total,0.0,0.0
7,13,21,P1,total,0.0,0.0
7,13,22,P0,total,0.0,0.0
7,13,22,P1,total,0.0,0.0
7,13,23,P0,total,0.0,0.0
7,13,23,P1,total,0.0,0.0
7,13,24,P0,total,0.0,0.0
7,13,24,P1,total,0.0,0.0
