material,group in,group out,legendre,nuclide,mean,std. dev.
6,12,1,P0,total,0.0,0.0
6,12,1,P1,total,0.0,0.0
6,12,2,P0,total,0.0,0.0
6,12,2,P1,total,0.0,0.0
6,12,3,P0,total,0.0,0.0
6,12,3,P1,total,0.0,0.0
6,12,4,P0,total,0.0,0.0
6,12,4,P1,total,0.0,0.0
6,12,5,P0,total,0.0,0.0
6,12,5,P1,total,0.0,0.0
6,12,6,P0,total,0.0,0.0
6,12,6,P1,total,0.0,0.0
6,12,7,P0,total,0.0,0.0
6,12,7,P1,total,0.0,0.0
6,12,8,P0,total,0.0,0.0
6,12,8,P1,total,0.0,0.0
6,12,9,P0,total,0.0,0.0
6,12,9,P1,total,0.0,0.0
6,12,10,P0,total,0.0,0.0
6,12,10,P1,total,0.0,0.0
6,12,11,P0,total,0.0,0.0
6,12,11,P1,total,0.0,0.0
6,12,12,P0,total,0.07456086546501979,0.007334980945212522
6,12,12,P1,total,0.0016783754499722571,0.002931149234940354
6,12,13,P0,total,0.011266975225825213,0.0022188195418963576
6,12,13,P1,total,-0.003715370219349225,0.0013845851345560282
6,12,14,P0,total,0.0,0.0
6,12,14,P1,total,0.0,0.0
6,12,15,P0,total,0.0,0.0
6,12,15,P1,total,0.0,0.0
6,12,16,P0,total,0.0,0.0
6,12,16,P1,total,0.0,0.0
6,12,17,P0,total,0.0,0.0
6,12,17,P1,total,0.0,0.0
6,12,18,P0,total,0.0,0.0
6,12,18,P1,total,0.0,0.0
6,12,19,P0,total,0.0,0.0
6,12,19,P1,total,0.0,0.0
6,12,20,P0,total,0.0,0.0
6,12,20,P1,total,0.0,0.0
6,12,21,P0,total,0.0,0.0
6,12,21,P1,total,0.0,0.0
6,12,22,P0,total,0.0,0.0
6,12,22,P1,total,0.0,0.0
6,12,23,P0,total,0.0,0.0
6,12,23,P1,total,0.0,0.0
6,12,24,P0,total,0.0,0.0
6,12,24,P1,total,0.0,0.0
6,12,25,P0,total,0.0,0.0
6,12,25,P1,total,0.0,0.0
6,13,1,P0,total,0.0,0.0
6,13,1,P1,total,0.0,0.0
6,13,2,P0,total,0.0,0.0
6,13,2,P1,total,0.0,0.0
6,13,3,P0,total,0.0,0.0
6,13,3,P1,total,0.0,0.0
6,13,4,P0,total,0.0,0.0
6,13,4,P1,total,0.0,0.0
6,13,5,P0,total,0.0,0.0
6,13,5,P1,total,0.0,0.0
6,13,6,P0,total,0.0,0.0
6,13,6,P1,total,0.0,0.0
6,13,7,P0,total,0.0,0.0
6,13,7,P1,total,0.0,0.0
6,13,8,P0,total,0.0,0.0
6,13,8,P1,total,0.0,0.0
6,13,9,P0,total,0.0,0.0
6,13,9,P1,total,0.0,0.0
6,13,10,P0,total,0.0,0.0
6,13,10,P1,total,0.0,0.0
6,13,11,P0,total,0.0,0.0
6,13,11,P1,total,0.0,0.0
6,13,12,P0,total,0.0,0.0
6,13,12,P1,total,0.0,0.0
6,13,13,P0,total,0.08008482089305408,0.007280794419557532
6,13,13,P1,total,0.000987460091990055,0.002713979081445069
6,13,14,P0,total,0.005771878983283172,0.0011523451082004834
6,13,14,P1,total,-0.0007815708796590733,0.0005934675801263789
6,13,15,P0,total,0.0,0.0
6,13,15,P1,total,0.0,0.0
6,13,16,P0,total,0.0,0.0
6,13,16,P1,total,0.0,0.0
6,13,17,P0,total,0.0,0.0
6,13,17,P1,total,0.0,0.0
6,13,18,P0,total,0.0,0.0
6,13,18,P1,total,0.0,0.0
6,13,19,P0,total,0.0,0.0
6,13,19,P1,total,0.0,0.0
6,13,20,P0,total,0.0,0.0
6,13,20,P1,total,0.0,0.0
6,13,21,P0,total,0.0,0.0
6,13,21,P1,total,0.0,0.0
6,13,22,P0,total,0.0,0.0
6,13,22,P1,total,0.0,0.0
6,13,23,P0,total,0.0,0.0
6,13,23,P1,total,0.0,0.0
6,13,24,P0,total,0.0,0.0
6,13,24,P1,total,0.0,0.0
6,13,25,P0,total,0.0,0.0
6,13,25,P1,total,0.0,0.0
6,14,1,P0,total,0.0,0.0
6,14,1,P1,total,0.0,0.0
6,14,2,P0,total,0.0,0.0
6,14,2,P1,total,0.0,0.0
6,14,3,P0,total,0.0,0.0
6,14,3,P1,total,0.0,0.0
6,14,4,P0,total,0.0,0.0
6,14,4,P1,total,0.0,0.0
6,14,5,P0,total,0.0,0.0
6,14,5,P1,total,0.0,0.0
6,14,6,P0,total,0.0,0.0
6,14,6,P1,total,0.0,0.0
6,14,7,P0,total,0.0,0.0
6,14,7,P1,total,0.0,0.0
6,14,8,P0,total,0.0,0.0
6,14,8,P1,total,0.0,0.0
6,14,9,P0,total,0.0,0.0
6,14,9,P1,total,0.0,0.0
6,14,10,P0,total,0.0,0.0
6,14,10,P1,total,0.0,0.0
6,14,11,P0,total,0.0,0.0
6,14,11,P1,total,0.0,0.0
